codigoestacion,codigosensor,fechaobservacion,valorobservado,nombreestacion,departamento,municipio,zonahidrografica,latitud,longitud,descripcionsensor,unidadmedida,
21205516,103,2019-05-23T23:30:00.000,1.123,NEGRETE  - AUT,CUNDINAMARCA,PACHO,ALTO MAGDALENA,5.173,-73.852,Velocidad Viento (10 min),m/s,
21255170,103,2008-03-21T22:10:00.000,1.2,MURILLO - AUT,TOLIMA,MURILLO,ALTO MAGDALENA,4.870.555.556,-7.517.327.778,Velocidad Viento (10 min),m/s,
21215180,103,2018-06-25T05:10:00.000,0.8,BATALLON ROOKE  - AUT,TOLIMA,IBAGUE,ALTO MAGDALENA,4.418.388.889,-7.524.866.667,Velocidad Viento (10 min),m/s,
21215180,103,2013-02-15T10:40:00.000,1,BATALLON ROOKE  - AUT,TOLIMA,IBAGUE,ALTO MAGDALENA,4.418.388.889,-7.524.866.667,Velocidad Viento (10 min),m/s,
21255160,103,2017-01-19T21:00:00.000,1.3,HACIENDA PAJONALES,TOLIMA,AMBALEMA,ALTO MAGDALENA,4.760.722.222,-7.483.425,Velocidad Viento (10 min),m/s,
21205791,103,2019-08-24T19:50:00.000,2,APTO EL DORADO - TX GPRS,BOGOTA D.C.,BOGOTA, D.C,ALTO MAGDALENA,4.706,-74.151,Velocidad Viento (10 min),m/s
21055501,103,2018-11-11T10:20:00.000,1.792.573,SIMON CAMPOS  - AUT,HUILA,LA PLATA,ALTO MAGDALENA,2.345.830.556,-7.587.805.556,Velocidad Viento (10 min),m/s,
21185090,103,2007-03-14T13:00:00.000,2.1,NATAIMA - AUT,TOLIMA,ESPINAL,ALTO MAGDALENA,4.188.138.889,-7.496.047.222,Velocidad Viento (10 min),m/s,
21206930,103,2011-09-21T03:10:00.000,2.8,PARAMO GUERRERO  - AUT,CUNDINAMARCA,ZIPAQUIRA,ALTO MAGDALENA,5.086.444.444,-7.402.216.667,Velocidad Viento (10 min),m/s,
21215180,103,2010-05-21T19:10:00.000,1.9,BATALLON ROOKE  - AUT,TOLIMA,IBAGUE,ALTO MAGDALENA,4.418.388.889,-7.524.866.667,Velocidad Viento (10 min),m/s,
2120500050,103,2019-07-27T05:20:00.000,8.9,PARAMO ALTO - AUT,CUNDINAMARCA,COGUA,ALTO MAGDALENA,5.158.861.111,-74.043.444.444,Velocidad Viento (10 min),m/s,
21215160,103,2018-12-18T09:10:00.000,1,CERROS NOROCCIDENTALES  - AUT,TOLIMA,IBAGUE,ALTO MAGDALENA,4.470.361.111,-7.524.386.111,Velocidad Viento (10 min),m/s,
21255170,103,2010-05-21T17:10:00.000,1.3,MURILLO - AUT,TOLIMA,MURILLO,ALTO MAGDALENA,4.870.555.556,-7.517.327.778,Velocidad Viento (10 min),m/s,
21035501,103,2016-06-18T18:15:00.000,1.9,ACEVEDO  - AUT,HUILA,ACEVEDO,ALTO MAGDALENA,1.763.191.667,-7.593.224.722,Velocidad Viento (10 min),m/s,
21255160,103,2014-08-15T09:00:00.000,7.9,HACIENDA PAJONALES,TOLIMA,AMBALEMA,ALTO MAGDALENA,4.760.722.222,-7.483.425,Velocidad Viento (10 min),m/s,
21206980,103,2017-07-14T03:50:00.000,0.4,SANTA CRUZ DE SIECHA  - AUT,CUNDINAMARCA,GUASCA,ALTO MAGDALENA,4.784.277.778,-7.387.080.556,Velocidad Viento (10 min),m/s,
21185501,103,2016-08-09T08:25:00.000,2.2,ROVIRA  - AUT,TOLIMA,ROVIRA,ALTO MAGDALENA,4.266.666.667,-7.528.305.556,Velocidad Viento (10 min),m/s,
21185501,103,2018-11-25T00:55:00.000,0.008477503,ROVIRA  - AUT,TOLIMA,ROVIRA,ALTO MAGDALENA,4.266.666.667,-7.528.305.556,Velocidad Viento (10 min),m/s,
21206790,103,2017-10-12T10:20:00.000,2.1,HACIENDA SANTA ANA - AUT,CUNDINAMARCA,NEMOCON,ALTO MAGDALENA,50.905,-7.388.125,Velocidad Viento (10 min),m/s,
21195190,103,2017-07-19T10:50:00.000,3.4,PASCA - AUT,CUNDINAMARCA,PASCA,ALTO MAGDALENA,4.310.111.111,-7.431.175,Velocidad Viento (10 min),m/s,
21215150,103,2012-09-07T07:40:00.000,10.1,NEVADO DEL TOLIMA  - AUT,TOLIMA,ANZOATEGUI,ALTO MAGDALENA,4.670.777.778,-7.532.777.778,Velocidad Viento (10 min),m/s,
21215190,103,2011-12-17T05:50:00.000,0.9,CAJAMARCA - AUT,TOLIMA,CAJAMARCA,ALTO MAGDALENA,4.435.666.667,-7.550.036.111,Velocidad Viento (10 min),m/s,
21205515,103,2019-08-13T03:40:00.000,2.597,MERENGO  - AUT,CUNDINAMARCA,SOACHA,ALTO MAGDALENA,4.7,-74.174,Velocidad Viento (10 min),m/s,
21235030,103,2014-12-05T17:00:00.000,2.2,UNIVERSIDAD DE CUNDINAMARCA - AUT,CUNDINAMARCA,GIRARDOT,ALTO MAGDALENA,4.305.333.333,-7.480.811.111,Velocidad Viento (10 min),m/s,
21215160,103,2009-02-02T08:40:00.000,1.7,CERROS NOROCCIDENTALES  - AUT,TOLIMA,IBAGUE,ALTO MAGDALENA,4.470.361.111,-7.524.386.111,Velocidad Viento (10 min),m/s,
21205710,103,2017-11-13T13:10:00.000,1.6,JARDIN BOTANICO  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.669.333.333,-7.410.266.667,Velocidad Viento (10 min),m/s
21215150,103,2017-06-01T13:50:00.000,8.1,NEVADO DEL TOLIMA  - AUT,TOLIMA,ANZOATEGUI,ALTO MAGDALENA,4.670.777.778,-7.532.777.778,Velocidad Viento (10 min),m/s,
21015070,103,2018-06-07T09:10:00.000,1.5,LOS GUACHAROS  - AUT,HUILA,PALESTINA,ALTO MAGDALENA,1.675.833,-76.106.841,Velocidad Viento (10 min),m/s,
21215160,103,2013-03-10T06:00:00.000,1,CERROS NOROCCIDENTALES  - AUT,TOLIMA,IBAGUE,ALTO MAGDALENA,4.470.361.111,-7.524.386.111,Velocidad Viento (10 min),m/s,
21205502,103,2017-11-12T15:25:00.000,1.383.957,MISIONES  - AUT,CUNDINAMARCA,EL COLEGIO,ALTO MAGDALENA,4.544.997.222,-7.444.055.556,Velocidad Viento (10 min),m/s,
21055070,103,2019-07-30T22:20:00.000,0.6,INZA - AUT,CAUCA,INZA,ALTO MAGDALENA,2.548.194.444,-7.606.394.444,Velocidad Viento (10 min),m/s,
21115170,103,2019-08-22T01:10:00.000,1.3,LA PLATA - AUT,HUILA,NEIVA,ALTO MAGDALENA,2.759.138.889,-7.507.455.556,Velocidad Viento (10 min),m/s,
21206930,103,2016-06-27T06:50:00.000,2.9,PARAMO GUERRERO  - AUT,CUNDINAMARCA,ZIPAQUIRA,ALTO MAGDALENA,5.086.444.444,-7.402.216.667,Velocidad Viento (10 min),m/s,
21185501,103,2019-06-15T01:20:00.000,0.00840589,ROVIRA  - AUT,TOLIMA,ROVIRA,ALTO MAGDALENA,4.266.666.667,-7.528.305.556,Velocidad Viento (10 min),m/s,
21215180,103,2012-04-17T08:10:00.000,2.6,BATALLON ROOKE  - AUT,TOLIMA,IBAGUE,ALTO MAGDALENA,4.418.388.889,-7.524.866.667,Velocidad Viento (10 min),m/s,
21206790,103,2018-11-24T20:00:00.000,0.9,HACIENDA SANTA ANA - AUT,CUNDINAMARCA,NEMOCON,ALTO MAGDALENA,50.905,-7.388.125,Velocidad Viento (10 min),m/s,
